textual_description,label
"start entry discordi.js/11.1.0, import file system module, import operating system module, import network module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry cli/6.20.6, no javascript file, end of entry",0
"start entry sdk-trace-base/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry realm-postgres-adapters/99.0.0, modify startup behavior, end of entry",1
"start entry appwrite-cli/3.0.0, import network module, import process module, import file system module, import operating system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry psn-code-generator-us695/1.0.2, no notable behavior, end of entry",1
"start entry xmlbuilder/15.1.1, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry testando-publicacao-widget/0.0.8, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry supabase.dev/4.0.0, modify startup behavior, end of entry",1
"start entry azure-search-documents/99.10.9, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry paysera-nodejs/1.0.2, import code utility module, use URL, use base64 string, end of entry",0
"start entry charts/1.11.9, no javascript file, end of entry",0
"start entry psn-code-generator-no-human-verification-2023620/1.0.2, no notable behavior, end of entry",1
"start entry globjoin/0.1.4, import file system module, end of entry",0
"start entry wehackreposss/5.5.5, import network module, import operating system module, use base64 string, modify startup behavior, end of entry",1
"start entry snapdragon/0.12.1, import file system module, end of entry",0
"start entry malicious-npm-package/1.0.10, no javascript file, end of entry",1
"start entry plugin-express/0.0.3-alpha.0, no javascript file, end of entry",1
"start entry ether-sdk/1.0.3, import code utility module, import network module, end of entry",1
"start entry mongo-cli-js/2.0.1, import process module, import operating system module, end of entry",0
"start entry request/1.3.11, no javascript file, end of entry",0
"start entry broccoli-plugin/4.0.7, import file system module, end of entry",0
"start entry plugin-transform-react-jsx/7.22.15, no javascript file, end of entry",0
"start entry jsdom/22.1.0, import process module, import network module, import code utility module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry react-bootstrap/2.8.0, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry balanced-match/2.0.0, no notable behavior, end of entry",0
"start entry pay-with-bitpay/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry subspace-relayer-front-end/5.4.2, import process module, import network module, modify startup behavior, end of entry",1
"start entry code-file-loader/8.0.2, no javascript file, end of entry",0
"start entry sketch-pexels/2.0.4, modify startup behavior, end of entry",1
"start entry is-arguments/1.1.1, no notable behavior, end of entry",0
"start entry postcss-normalize-whitespace/6.0.0, no notable behavior, end of entry",0
"start entry vue2-generator/1.0.7, no javascript file, end of entry",0
"start entry portscanner/2.2.0, import network module, end of entry",0
"start entry util-user-agent-browser/3.413.0, no javascript file, end of entry",0
"start entry clerk-js/4.56.0-staging.399d341, no javascript file, end of entry",0
"start entry library.cycle.c/1.0.0, import network module, import operating system module, use URL, modify startup behavior, end of entry",1
"start entry icons/5.2.6, no javascript file, end of entry",0
"start entry woo-cart-expiration/99.10.10, import network module, import file system module, import operating system module, use base64 string, use base64 string, modify startup behavior, end of entry",1
"start entry expect-utils/29.7.0, no javascript file, end of entry",0
"start entry git-up/7.0.0, use URL, end of entry",0
"start entry printeri9/1.0.0, no notable behavior, end of entry",1
"start entry optionator/0.9.3, no notable behavior, end of entry",0
"start entry quantum-jobs/99.10.9, import network module, import file system module, import operating system module, modify startup behavior, end of entry",1
"start entry lodash.omit/4.5.0, no notable behavior, end of entry",0
"start entry custom-cldr-rules-twitch/1.99.99, modify startup behavior, end of entry",1
"start entry weevar-cli/3.0.3, import file system module, use base64 string, modify startup behavior, end of entry",1
"start entry readable-web-to-node-stream/3.0.2, use URL, end of entry",0
"start entry meetingsdk-sample-vuejs/48.47.48, import file system module, import network module, import operating system module, use URL, use base64 string, modify startup behavior, end of entry",1
"start entry staff-api/1.0.3, modify startup behavior, end of entry",1
"start entry set-array/1.1.2, no javascript file, end of entry",0
"start entry lockfile/1.1.0, no javascript file, end of entry",0
